Date-Time,".NSEBANK,Cndl,Open",".NSEBANK,Cndl,High",".NSEBANK,Cndl,Low",".NSEBANK,Cndl,Close",".NSEBANK,EMA,Trade Price",".NSEBANK,OBV,Trade Price",".NSEBANK,RSI,Trade Price",".NSEBANK,MACD,MACD",".NSEBANK,MACD,MACD Signal Line",".NSEBANK,Vol,Trade Price"
06-10-2023,44395.4,44500.7,44242.95,44360.6,44584.90626,38772400000000,44.5712669,-160.2510898,-47.15568892,157547000000
05-10-2023,44181.35,44391.85,44108.3,44213.35,44619.41492,38614900000000,42.08271616,-154.6103321,-18.8818387,243398000000
04-10-2023,44108.15,44161.35,43857.5,43964.05,44681.88644,38371500000000,37.6843545,-130.1690692,15.05028464,310338000000
03-10-2023,44561.5,44566.3,44243.1,44399.05,44792.32282,38681800000000,42.97183731,-71.69648898,51.35512309,192648000000
29-09-2023,44445.35,44755.05,44344.9,44584.55,44852.82633,38874500000000,45.49977959,-40.31226497,82.1180261,155985000000
28-09-2023,44700.35,44756.8,44248.2,44300.95,44894.09961,38718500000000,40.53347414,-18.5554952,112.7255989,389938000000
27-09-2023,44465.9,44668,44182.5,44588.3,44985.35339,39108400000000,44.33446602,38.35958905,145.5458724,221854000000
26-09-2023,44722.5,44773.8,44532.45,44624.2,45046.43853,39330300000000,44.82207721,81.18852075,172.3424432,188451000000
25-09-2023,44615,44936.55,44400.9,44766.1,45111.39831,39518700000000,46.7075602,131.0176151,195.1309238,266506000000
22-09-2023,44707.35,44996.75,44548.9,44612.05,45164.52112,39252200000000,44.34757456,178.2639484,211.159251,249378000000
21-09-2023,45179.6,45276.8,44592.45,44623.85,45249.51668,39501600000000,44.48770076,251.6596109,219.3830767,257739000000
20-09-2023,45493.7,45745.15,45276.4,45384.6,45345.77309,39759300000000,54.86605447,340.4772076,211.3139431,334009000000
18-09-2023,46100.95,46252.95,45906.9,45979.85,45339.79972,40093300000000,66.06362068,371.4301807,179.023127,348764000000
15-09-2023,46122.15,46310.4,46028.75,46231.5,45241.33045,40442100000000,71.81753299,344.9275366,130.9213636,278351000000
14-09-2023,46013.3,46153.9,45801.5,46000.85,45088.99667,40163800000000,69.5612166,280.460852,77.41982037,238572000000
13-09-2023,45449.35,45990.5,45299.4,45909.45,44948.71154,39925200000000,68.6372787,217.5828532,26.65956245,441731000000
12-09-2023,45893.8,45893.8,45322.55,45511.35,44800.90562,39483400000000,64.24818462,143.4690022,-21.07126022,271359000000
11-09-2023,45340.8,45636.2,45231.3,45570.7,44691.60649,39754800000000,65.51747851,87.31977424,-62.20632583,228141000000
08-09-2023,44953.65,45383.35,44812.15,45156.4,44556.36133,39526700000000,60.45313821,8.339926553,-99.58785085,179081000000
07-09-2023,44418.05,44915.55,44341.2,44878.35,44464.04769,39347600000000,56.46888493,-50.40511434,-126.5697952,169135000000
06-09-2023,44494.65,44577,44207.25,44409.1,44400.30888,39178400000000,48.30760519,-96.3414376,-145.6109654,252042000000
05-09-2023,44625.05,44668.7,44401.7,44532.15,44398.9564,39430500000000,50.61838971,-105.7933784,-157.9283474,225503000000
04-09-2023,44647.65,44656.05,44310.95,44578.3,44378.46507,39656000000000,51.47592803,-128.8474064,-170.9620896,238634000000
01-09-2023,43996.1,44568.55,43830.75,44436.1,44347.72124,39417400000000,49.00406756,-161.0974944,-181.4907604,320777000000
31-08-2023,44265.85,44399.65,43895.05,43989.15,44334.1245,39096600000000,40.09807919,-185.4385522,-186.589077,705076000000
30-08-2023,44706.55,44779.65,44149.8,44232.6,44387.19751,39801700000000,43.98315129,-168.301669,-186.8767081,153147000000
29-08-2023,44655.75,44673,44429.8,44495.25,44410.98174,39954800000000,48.71126442,-168.7683864,-191.5204679,140262000000
28-08-2023,44253.65,44610.4,44201.45,44494.65,44398.01739,39814500000000,48.69956642,-193.6518201,-197.2084883,162966000000
25-08-2023,44276.2,44359.1,43983.75,44231.45,44383.15083,39651600000000,43.44534953,-222.5342854,-198.0976554,152512000000
24-08-2023,44704.2,44949.9,44433.75,44496.2,44406.48942,39804100000000,48.04120372,-229.3634061,-191.9884979,220421000000
23-08-2023,44064.5,44521.65,43952.05,44479.05,44392.6878,39583700000000,47.70846926,-261.700016,-182.6447708,212380000000
22-08-2023,44125,44151.3,43938.7,43993.25,44379.4013,39371300000000,37.11628331,-297.4205615,-162.8809595,160746000000
21-08-2023,43952.85,44113.8,43862,44002,44438.8092,39532000000000,37.24245397,-289.2235769,-129.246059,126311000000
18-08-2023,43724.75,43957.65,43672.45,43851.05,44506.01061,39405700000000,33.62820687,-275.4452645,-89.25167955,167584000000
17-08-2023,43897.25,44071.85,43745.1,43891.35,44606.77378,39573300000000,34.11527307,-238.4831964,-42.70328332,266374000000
16-08-2023,43726.25,44002.8,43600.35,43946.4,44716.83898,39839700000000,34.75376247,-191.9405831,6.24169495,159010000000
14-08-2023,44066.6,44212.75,43776.9,44090.95,44835.36805,39998700000000,36.41551918,-135.3485117,55.78726445,172325000000
11-08-2023,44568.15,44571.25,44120.9,44199.1,44949.8939,40171000000000,37.66678002,-75.86556232,103.5712085,196901000000
10-08-2023,44797.65,44980.35,44418.4,44541.8,45065.40066,40367900000000,41.90333484,-9.851825986,148.4304012,232039000000
09-08-2023,44973.45,44975,44533.75,44880.7,45145.95461,40600000000000,46.72969915,39.65591494,188.000958,177283000000
08-08-2023,44888.95,45096.85,44817.85,44964.45,45186.76301,40777200000000,47.99830281,67.76280006,225.0872188,229406000000
07-08-2023,44993.7,45011.35,44773.85,44837.5,45220.96501,40547800000000,45.93228433,94.1244927,264.4183234,200782000000
04-08-2023,44754.75,45118.05,44520.55,44879.5,45279.95963,40748600000000,46.49982886,139.3283332,306.9917811,245171000000
03-08-2023,44862.85,45038.45,44279.4,44513.45,45341.5688,40503400000000,40.55554285,190.7219139,348.9076431,245770000000
02-08-2023,45234.65,45404.9,44720.9,44995.7,45468.97169,40749200000000,46.93508101,290.81522,388.4540754,233601000000
01-08-2023,45740,45782.75,45471.05,45592.5,45541.78272,40982800000000,57.29125246,365.2388184,412.8637892,175242000000
31-07-2023,45546.35,45694.9,45359.75,45651.1,45533.98006,41158100000000,58.46750436,394.1527375,424.7700319,247859000000
28-07-2023,45560.9,45727.75,45238.8,45468.1,45515.96161,40910200000000,55.83828552,419.3577362,432.4243556,194667000000
27-07-2023,46285.85,46310.1,45570.65,45679.3,45523.32494,41104900000000,59.90215041,464.0614585,435.6910104,320422000000
26-07-2023,45935.15,46096.6,45804.7,46062.35,45499.32877,41425300000000,68.27000202,492.8656791,428.5983984,298410000000
25-07-2023,46154.7,46156.1,45622.85,45845,45412.71012,41126900000000,65.74905568,483.459929,412.5315782,228145000000
